UF;SECAO;ZONA;COD_MUNIC_TSE;COD_MUNIC_IBGE;NM_MUNIC_IBGE;COD_MUNIC_ECT;COD_BAIRRO_TSE;NM_BAIRRO;COD_BAIRRO_ECT;COD_LOCALVOTACAO_TSE;ENDERECO_LOCALVOTACAO;NUM_CEP;NM_LOCALVOTACAO;SITUACAO
MG;11;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13591;RUA PONTE NOVA,665-FONE3429-7200;31110150;COLEGIO BATISTA MINEIRO;Ativo
MG;12;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13591;RUA PONTE NOVA,665-FONE3429-7200;31110150;COLEGIO BATISTA MINEIRO;Ativo
MG;13;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13591;RUA PONTE NOVA,665-FONE3429-7200;31110150;COLEGIO BATISTA MINEIRO;Ativo
MG;14;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13591;RUA PONTE NOVA,665-FONE3429-7200;31110150;COLEGIO BATISTA MINEIRO;Ativo
MG;15;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13591;RUA PONTE NOVA,665-FONE3429-7200;31110150;COLEGIO BATISTA MINEIRO;Ativo
MG;16;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13591;RUA PONTE NOVA,665-FONE3429-7200;31110150;COLEGIO BATISTA MINEIRO;Ativo
MG;17;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13591;RUA PONTE NOVA,665-FONE3429-7200;31110150;COLEGIO BATISTA MINEIRO;Ativo
MG;18;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13592;RUA JACUI 237                          ;31110050;COLEGIO SANTA MARIA;Ativo
MG;19;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13592;RUA JACUI 237                          ;31110050;COLEGIO SANTA MARIA;Ativo
MG;20;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13592;RUA JACUI 237                          ;31110050;COLEGIO SANTA MARIA;Ativo
MG;21;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13592;RUA JACUI 237                          ;31110050;COLEGIO SANTA MARIA;Ativo
MG;22;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13592;RUA JACUI 237                          ;31110050;COLEGIO SANTA MARIA;Ativo
MG;23;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13592;RUA JACUI 237                          ;31110050;COLEGIO SANTA MARIA;Ativo
MG;24;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13592;RUA JACUI 237                          ;31110050;COLEGIO SANTA MARIA;Ativo
MG;25;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13593;RUA GENERAL CARNEIRO   , 397              ;31030170;COLEGIO SAO LUIZ GONZAGA;Ativo
MG;26;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13593;RUA GENERAL CARNEIRO   , 397              ;31030170;COLEGIO SAO LUIZ GONZAGA;Ativo
MG;27;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13593;RUA GENERAL CARNEIRO   , 397              ;31030170;COLEGIO SAO LUIZ GONZAGA;Ativo
MG;28;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13593;RUA GENERAL CARNEIRO   , 397              ;31030170;COLEGIO SAO LUIZ GONZAGA;Ativo
MG;29;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13593;RUA GENERAL CARNEIRO   , 397              ;31030170;COLEGIO SAO LUIZ GONZAGA;Ativo
MG;30;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13587;RUA POUSO ALEGRE  , 1647                 ;31015030;UNIDADE DE SERVICOS FLORESTA;Ativo
MG;31;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13587;RUA POUSO ALEGRE  , 1647                 ;31015030;UNIDADE DE SERVICOS FLORESTA;Ativo
MG;32;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13587;RUA POUSO ALEGRE  , 1647                 ;31015030;UNIDADE DE SERVICOS FLORESTA;Ativo
MG;33;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;34;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;35;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;36;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;37;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;38;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;39;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;40;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;41;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;42;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;43;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;44;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;45;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;46;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;47;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;48;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;49;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;50;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13577;RUA HERMILO ALVES  , 168               ;31010070;ESCOLA ESTADUAL JOSE BONIFACIO;Ativo
MG;51;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13577;RUA HERMILO ALVES  , 168               ;31010070;ESCOLA ESTADUAL JOSE BONIFACIO;Ativo
MG;52;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13577;RUA HERMILO ALVES  , 168               ;31010070;ESCOLA ESTADUAL JOSE BONIFACIO;Ativo
MG;53;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13577;RUA HERMILO ALVES  , 168               ;31010070;ESCOLA ESTADUAL JOSE BONIFACIO;Ativo
MG;54;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13578;RUA SANTO AGOSTINHO, 1381;31035490;ESCOLA ESTADUAL PROFESSORA AMELIA DE CASTRO;Ativo
MG;55;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13578;RUA SANTO AGOSTINHO, 1381;31035490;ESCOLA ESTADUAL PROFESSORA AMELIA DE CASTRO;Ativo
MG;56;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13578;RUA SANTO AGOSTINHO, 1381;31035490;ESCOLA ESTADUAL PROFESSORA AMELIA DE CASTRO;Ativo
MG;57;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13578;RUA SANTO AGOSTINHO, 1381;31035490;ESCOLA ESTADUAL PROFESSORA AMELIA DE CASTRO;Ativo
MG;58;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13578;RUA SANTO AGOSTINHO, 1381;31035490;ESCOLA ESTADUAL PROFESSORA AMELIA DE CASTRO;Ativo
MG;59;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13578;RUA SANTO AGOSTINHO, 1381;31035490;ESCOLA ESTADUAL PROFESSORA AMELIA DE CASTRO;Ativo
MG;60;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13578;RUA SANTO AGOSTINHO, 1381;31035490;ESCOLA ESTADUAL PROFESSORA AMELIA DE CASTRO;Ativo
MG;61;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13578;RUA SANTO AGOSTINHO, 1381;31035490;ESCOLA ESTADUAL PROFESSORA AMELIA DE CASTRO;Ativo
MG;62;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13578;RUA SANTO AGOSTINHO, 1381;31035490;ESCOLA ESTADUAL PROFESSORA AMELIA DE CASTRO;Ativo
MG;63;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;64;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;65;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;66;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;67;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;68;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;69;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;70;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;71;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;72;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;73;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;74;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;75;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;HORTO;3374;13580;RUA POUSO ALEGRE   , 2382                ;31015030;ESCOLA ESTADUAL SANDOVAL DE AZEVEDO;Ativo
MG;76;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;HORTO;3374;13580;RUA POUSO ALEGRE   , 2382                ;31015030;ESCOLA ESTADUAL SANDOVAL DE AZEVEDO;Ativo
MG;77;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;HORTO;3374;13580;RUA POUSO ALEGRE   , 2382                ;31015030;ESCOLA ESTADUAL SANDOVAL DE AZEVEDO;Ativo
MG;78;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;HORTO;3374;13580;RUA POUSO ALEGRE   , 2382                ;31015030;ESCOLA ESTADUAL SANDOVAL DE AZEVEDO;Ativo
MG;79;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;HORTO;3374;13580;RUA POUSO ALEGRE   , 2382                ;31015030;ESCOLA ESTADUAL SANDOVAL DE AZEVEDO;Ativo
MG;80;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;81;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;82;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;83;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;84;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13576;RUA GENOVEVA DE SOUZA   , 691              ;31030220;ESCOLA ESTADUAL HELENA PENA;Ativo
MG;85;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13581;RUA SAO BENTO, 1591;31035060;ESCOLA MUNICIPAL DOMICIANO VIEIRA;Ativo
MG;86;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13581;RUA SAO BENTO, 1591;31035060;ESCOLA MUNICIPAL DOMICIANO VIEIRA;Ativo
MG;87;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13581;RUA SAO BENTO, 1591;31035060;ESCOLA MUNICIPAL DOMICIANO VIEIRA;Ativo
MG;88;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13581;RUA SAO BENTO, 1591;31035060;ESCOLA MUNICIPAL DOMICIANO VIEIRA;Ativo
MG;89;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13581;RUA SAO BENTO, 1591;31035060;ESCOLA MUNICIPAL DOMICIANO VIEIRA;Ativo
MG;90;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13581;RUA SAO BENTO, 1591;31035060;ESCOLA MUNICIPAL DOMICIANO VIEIRA;Ativo
MG;91;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13582;RUA SAO GOTARDO, 321;31010400;ESCOLA ESTADUAL PEDRO AMERICO;Ativo
MG;92;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13582;RUA SAO GOTARDO, 321;31010400;ESCOLA ESTADUAL PEDRO AMERICO;Ativo
MG;93;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13582;RUA SAO GOTARDO, 321;31010400;ESCOLA ESTADUAL PEDRO AMERICO;Ativo
MG;94;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;95;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;96;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;97;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13582;RUA SAO GOTARDO, 321;31010400;ESCOLA ESTADUAL PEDRO AMERICO;Ativo
MG;98;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13584;RUA SANTO AGOSTINHO, 1535;31035490;ESCOLA ESTADUAL INSTITUTO AGRONOMICO;Ativo
MG;99;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13584;RUA SANTO AGOSTINHO, 1535;31035490;ESCOLA ESTADUAL INSTITUTO AGRONOMICO;Ativo
MG;100;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13584;RUA SANTO AGOSTINHO, 1535;31035490;ESCOLA ESTADUAL INSTITUTO AGRONOMICO;Ativo
MG;101;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13584;RUA SANTO AGOSTINHO, 1535;31035490;ESCOLA ESTADUAL INSTITUTO AGRONOMICO;Ativo
MG;102;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13584;RUA SANTO AGOSTINHO, 1535;31035490;ESCOLA ESTADUAL INSTITUTO AGRONOMICO;Ativo
MG;103;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13584;RUA SANTO AGOSTINHO, 1535;31035490;ESCOLA ESTADUAL INSTITUTO AGRONOMICO;Ativo
MG;104;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;105;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;106;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;107;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13579;RUA CELIA DE SOUZA   ,600                 ;31030500;ESCOLA ESTADUAL SAGRADA FAMILIA;Ativo
MG;108;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13586;RUA SANTO AGOSTINHO, 1717;31035490;SENAI-CENTRO DE FORMACAO PROF. SERGIO DE F. PACHECO;Ativo
MG;109;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13586;RUA SANTO AGOSTINHO, 1717;31035490;SENAI-CENTRO DE FORMACAO PROF. SERGIO DE F. PACHECO;Ativo
MG;110;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13586;RUA SANTO AGOSTINHO, 1717;31035490;SENAI-CENTRO DE FORMACAO PROF. SERGIO DE F. PACHECO;Ativo
MG;111;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13586;RUA SANTO AGOSTINHO, 1717;31035490;SENAI-CENTRO DE FORMACAO PROF. SERGIO DE F. PACHECO;Ativo
MG;112;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13586;RUA SANTO AGOSTINHO, 1717;31035490;SENAI-CENTRO DE FORMACAO PROF. SERGIO DE F. PACHECO;Ativo
MG;113;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13587;RUA POUSO ALEGRE  , 1647                 ;31015030;UNIDADE DE SERVICOS FLORESTA;Ativo
MG;114;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13587;RUA POUSO ALEGRE  , 1647                 ;31015030;UNIDADE DE SERVICOS FLORESTA;Ativo
MG;115;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13587;RUA POUSO ALEGRE  , 1647                 ;31015030;UNIDADE DE SERVICOS FLORESTA;Ativo
MG;116;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13587;RUA POUSO ALEGRE  , 1647                 ;31015030;UNIDADE DE SERVICOS FLORESTA;Ativo
MG;117;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;118;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;119;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;SANTA TERESA;3521;13575;PCA DUQUE DE CAXIAS                    ;31010230;COLEGIO TIRADENTES DA POLICIA MILITAR;Ativo
MG;120;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13581;RUA SAO BENTO, 1591;31035060;ESCOLA MUNICIPAL DOMICIANO VIEIRA;Ativo
MG;121;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13581;RUA SAO BENTO, 1591;31035060;ESCOLA MUNICIPAL DOMICIANO VIEIRA;Ativo
MG;122;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13581;RUA SAO BENTO, 1591;31035060;ESCOLA MUNICIPAL DOMICIANO VIEIRA;Ativo
MG;123;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13581;RUA SAO BENTO, 1591;31035060;ESCOLA MUNICIPAL DOMICIANO VIEIRA;Ativo
MG;124;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13581;RUA SAO BENTO, 1591;31035060;ESCOLA MUNICIPAL DOMICIANO VIEIRA;Ativo
MG;125;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13586;RUA SANTO AGOSTINHO, 1717;31035490;SENAI-CENTRO DE FORMACAO PROF. SERGIO DE F. PACHECO;Ativo
MG;126;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;HORTO;3374;13580;RUA POUSO ALEGRE   , 2382                ;31015030;ESCOLA ESTADUAL SANDOVAL DE AZEVEDO;Ativo
MG;127;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+15;FLORESTA;3361;13591;RUA PONTE NOVA,665-FONE3429-7200;31110150;COLEGIO BATISTA MINEIRO;Ativo
MG;128;26;41238;3106200;BELO HORIZONTE;2754;1,98022E+13;SAGRADA FAMILIA;3504;13593;RUA GENERAL CARNEIRO   , 397              ;31030170;COLEGIO SAO LUIZ GONZAGA;Ativo
